llm_name,metadata_format,processing_stage,url,domain,provider,name,metadata_field,findability,annot_missing,value_annot,value_pred,rouge,levenshtein,manual_score
GPT4,LTER-LIFE,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Description,1,False,"The Harmonized Landsat Sentinel-2 (HLS) project provides consistent surface reflectance data from the Operational Land Imager (OLI) aboard the joint NASA/USGS Landsat 8 satellite and the Multi-Spectral Instrument (MSI) aboard Europes Copernicus Sentinel-2A satellites. The combined measurement enables global observations of the land every 2-3 days at 30-meter (m) spatial resolution. The HLS project uses a set of algorithms to obtain seamless products from OLI and MSI that include atmospheric correction, cloud and cloud-shadow masking, spatial co-registration and common gridding, illumination and view angle normalization, and spectral bandpass adjustment. The HLS project distributes data as two separate products: HLSL30 (Landsat 8/9) and HLSS30 (Sentinel-2 A/B). They both provide 30m Nadir Bidirectional Reflectance Distribution Function (BRDF), Adjusted Reflectance (NBAR).",The Harmonized Landsat Sentinel-2 (HLS) project provides consistent surface reflectance data from the Operational Land Imager (OLI) aboard the joint NASA/USGS Landsat 8 satellite and the Multi-Spectral Instrument (MSI) aboard Europe's Copernicus Sentinel-2A satellites.; This is a description of the dataset.,0.46857142857142847,0.3442808607021518,-1
GPT4,LTER-LIFE,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Description,1,False,"The Dutch forest reserves network encompasses about 60 forest reserves representing all major forest types in the Netherlands. The reserves were designated between 1983 and 2000. The present Access-database presents all measurements (mostly between 1982 and 2005) on trees and regeneration in circular sample plots throughout the reserves and in a one ha rectangular core area in each reserve. The data set also includes map data at the reserve level (such as reserve boundaries, samples plots and core areas) and of GIS files derived from tree measurements in the core area.",Dutch forest reserves database and network; The Dutch forest reserves network encompasses about 60 forest reserves representing all major forest types in the Netherlands.,0.3103448275862069,0.21739130434782605,-1
GPT4,LTER-LIFE,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Description,1,False,"The Moderate Resolution Imaging Spectroradiometer (MODIS) Terra MOD09A1 Version 6.1 product provides an estimate of the surface spectral reflectance of Terra MODIS Bands 1 through 7 corrected for atmospheric conditions such as gasses, aerosols, and Rayleigh scattering. Along with the seven 500 meter (m) reflectance bands are two quality layers and four observation bands. For each pixel, a value is selected from all the acquisitions within the 8-day composite period. The criteria for the pixel choice include cloud and solar zenith. When several acquisitions meet the criteria the pixel with the minimum channel 3 (blue) value is used.","LP DAAC - MOD09A1; The MODIS Terra MOD09A1 Version 6.1 product provides an estimate of the surface spectral reflectance of Terra MODIS Bands 1 through 7 corrected for atmospheric conditions such as gasses, aerosols, and Rayleigh scattering.",0.4963503649635037,0.3474178403755869,-1
GPT4,LTER-LIFE,Pre,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Description,1,False,Blue band aggregated yearly from 30-m bi-monthly gapfilled GLAD Landsat ARD blue band from 2000 to 2022.,EcoDataCube; Blue band aggregated yearly from 30-m bi-monthly gapfilled GLAD Landsat ARD blue band from 2000 to 2022.,0.9743589743589743,0.8888888888888888,-1
GPT4,LTER-LIFE,Pre,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Description,1,False,Green band aggregated yearly from 30-m bi-monthly gapfilled GLAD Landsat ARD green band from 2000 to 2022.,EcoDataCube; The description is 'Green band aggregated yearly from 30-m bi-monthly gapfilled GLAD Landsat ARD green band from 2000 to 2022'.,0.9047619047619047,0.7571428571428571,-1
GPT4,LTER-LIFE,Pre,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Description,1,False,"[NDVI](Tucker, 1979) quantifies vegetation greenness, computed from 30-m bi-monthly aggregated and gapfilled GLAD Landsat ARD from 2000 to 2022.",2022-09-01 00:00:00 UTC – 2022-10-31 00:00:00 UTC; The description is represented by the date range from 2022-09-01 00:00:00 UTC to 2022-10-31 00:00:00 UTC.,0.09999999999999999,0.1282051282051282,-1
GPT4,LTER-LIFE,Pre,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Description,1,False,Actual Natural Vegetation (ANV): probability of occurrence for the Pedunculate oak in its realized environment for the period 2000 - 2033,EcoDataCube; The description is 'Actual Natural Vegetation (ANV): probability of occurrence for the Pedunculate oak in its realized environment for the period 2000 - 2033'.,0.9090909090909091,0.7965116279069767,-1
GPT4,LTER-LIFE,Pre,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Description,1,False,"eBird is a collective enterprise that takes a novel approach to citizen science by developing cooperative partnerships among experts in a wide range of fields: population ecologists, conservation biologists, quantitative ecologists, statisticians, computer scientists, GIS and informatics specialists, application developers, and data administrators. Managed by the Cornell Lab of Ornithology eBird’s goal is to increase data quantity through participant recruitment and engagement globally, but also to quantify and control for data quality issues such as observer variability, imperfect detection of species, and both spatial and temporal bias in data collection. eBird data are openly available and used by a broad spectrum of students, teachers, scientists, NGOs, government agencies, land managers, and policy makers. The result is that eBird has become a major source of biodiversity data, increasing our knowledge of the dynamics of species distributions, and having a direct impact on the conservation of birds and their habitats.","EOD – eBird Observation Dataset; eBird is a collective enterprise that develops cooperative partnerships among experts in various fields. It aims to increase data quantity through participant recruitment and engagement globally, and to quantify and control for data quality issues. The data are openly available and used by a broad spectrum of users, making eBird a major source of biodiversity data.",0.46889952153110054,0.3265895953757225,-1
GPT4,LTER-LIFE,Pre,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Description,1,False,"This camera trap pilot 1 was primarily focused on testing camera deployment, data accumulation and data transmission (4G coverage) in a remote dune location of the Netherlands. Three Snyper Commander cameras were deployed from August 13th 2021 to August 2023 (approx. 747 days). The three cameras were placed within exclosures (locations Zilkerpad, van Limburgstirum Vallei and Wolfsveld in the Amsterdam Water Supply Dunes), at 30 cm above the ground. All images from 14th of August 2021 until 31st of December 2022 were annotated, with a total of 30,464 images over 505 days from the three cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).","Camera trap data recorded during pilot studies in the Amsterdamse Waterleidingduinen - pilot 1; The dataset contains camera trap data from a pilot study in the Amsterdamse Waterleidingduinen, focused on testing camera deployment, data accumulation, and data transmission in a remote dune location of the Netherlands",0.25142857142857145,0.23766233766233769,-1
GPT4,LTER-LIFE,Pre,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Description,1,False,"Camera trap pilot 2 was a test of the difference in species detection and data accumulation between a Snyper Commander camera with a regular lens (52°) and one with a wide lens (100°). The cameras were deployed at 30 cm above the ground within the herbivore exclosure Zeeveld Noord in the Amsterdam Water Supply Dunes from 14th of August 2021 to 24th of September 2021. During this pilot, a solar panel failure caused the cameras to stop recording data from the 24th of August 2021 to the 6th of September (14 days). During annotation, only days in which both cameras were operational were annotated. This led to a total of 1,113 images over 28 days from the two cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).",Camera trap data recorded during pilot studies in the Amsterdamse Waterleidingduinen - pilot 2; A dataset from a pilot study testing the difference in species detection and data accumulation between two types of camera traps.,0.1818181818181818,0.19143876337693222,-1
GPT4,LTER-LIFE,Pre,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Description,1,False,"Camera trapping pilot 3 was a test of the effect of lens angle, as well as a test of the influence of camera height and being deployed outside herbivore exclosures (security, herbivore damage, more varied habitat types). At each of three locations (all in the area Westweg of the Amsterdam Water Supply Dunes), both a regular lens Snyper Commander camera (52°) and a wide lens Wilsus Tradenda camera (100°) were deployed (n = 6 cameras). The cameras were placed at different heights at each location (30 cm, 40 cm and 50 cm above the ground). A month of data from this pilot was annotated, from 1st March 2023 to 31st of March 2023. This led to a total of 16,020 annotated images over 31 days from six cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).",Camera trap data recorded during pilot studies in the Amsterdamse Waterleidingduinen - pilot 3; The dataset is a test of the effect of lens angle and the influence of camera height and being deployed outside herbivore exclosures.,0.23350253807106597,0.18295454545454548,-1
GPT4,LTER-LIFE,Pre,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Description,1,False,"Three camera trap data packages (https://camtrap-dp.tdwg.org/) of data collected as part of pilot studies carried out in the  Amsterdamse Waterleidingduinen. The pilots were aimed at determining how different types of camera deployment (e.g. regular vs. wide lens, various heights, inside/outside exclosures) might influence species detections, and how to deploy autonomous wildlife monitoring networks. Two pilots were conducted in herbivore exclosures and mainly detected European rabbits (Oryctolagus cuniculus) and red fox (Vulpes vulpes). The third pilot was conducted outside exclosures, with the European fallow deer (Dama dama) being most prevalent. Across all three pilots, a total of 47,597 images were annotated using the Agouti platform. All annotations were verified and quality-checked by a human expert. A total of 2,779 observations of 20 different species (including humans) were observed using 11 wildlife cameras during 2021–2023. The raw image files (excluding humans), image metadata, deployment metadata and observations from each pilot are shared using the Camtrap DP open standard and the extended data publishing capabilities of GBIF to increase the findability, accessibility, interoperability, and reusability of this data. The data are freely available and can be used for developing artificial intelligence (AI) algorithms that automatically detect and identify species from wildlife camera images.","Repository of camera trap data recorded during three pilot studies of the Amsterdamse Waterleidingduinen; The dataset contains camera trap data from three pilot studies conducted in the Amsterdamse Waterleidingduinen, with a total of 47,597 images annotated using the Agouti platform",0.20717131474103587,0.15767344078486334,-1
GPT4,LTER-LIFE,Pre,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Description,1,False,"This dataset comprises high-resolution land use data downscaled from LUH2 scenarios for Belgium at both 10 m and 100 m resolutions. These datasets were generated based on research conducted by Rashidi et al. in 2023 and published in the Land Journal. We employed the GLOBIO land allocation routine to downscale fractional land use data, originally at a 0.25 deg resolution (approximately 25 km), into discrete land use maps at 10 m and 100 m resolutions. This process utilized three distinct reference land cover maps: ESA WorldCover at 10 m resolution, ESA WorldCover upscaled to 100 m resolution, and CORINE land cover at 100 m resolution. During the downsizing process, we considered three SSP-RCP scenarios to model land use trends for both the present and the year 2050 on a national scale in Belgium. Key components of the model included regional land use demand, an assessment of grid cells suitability for various land use types, and a reference land cover map. It is important to note that the classification system used in the reference maps differs from that of LUH2. To ensure comparability for land use simulations, we conducted a reclassification process following the methodologies outlined by Pérez-Hoyos et al. (2012), Dong et al. (2018), and Liao et al. (2020). This reclassification consolidated land use classes, except for water, into seven general categories: 1) urban, 2) cropland, 3) pasture, 4) forestry, 5) secondary vegetation, 6) undefined, and 7) natural. The raw data consists of three folders corresponding to the three reference maps, each containing four TIFF files (.tif), one for each scenario type.",High spatial resolution dataset of downscaled LUH2 land use scenarios for Belgium (10 m and 100 m); The dataset comprises high-resolution land use data downscaled from LUH2 scenarios for Belgium at both 10 m and 100 m resolutions.,0.1503267973856209,0.11995104039167692,-1
GPT4,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Distribution access URL,2,False,https://viewer.openearth.nl/wadden-viewer/download/geoserver?layers=93966870,Wadden viewer; The distribution access URL is the Wadden viewer.,0.3,0.1578947368421053,-1
GPT4,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Distribution access URL,2,False,https://www.investeringskaderwaddengebied.nl/wp-content/uploads/2025/04/Waddenbalans-2024.def_.pdf,https://www.investeringskaderwaddengebied.nl/wp-content/uploads/2025/04/Waddenbalans-2024.def_.pdf; The Waddenbalans 2024 can be accessed at this URL.,0.7428571428571429,0.6533333333333333,-1
GPT4,LTER-LIFE,Pre,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Distribution access URL,2,False,https://viewer.openearth.nl/wadden-viewer/download/geoserver?layers=100230540,https://viewer.openearth.nl/wadden-viewer/download/geoserver?layers=100230540; The distribution access URL for the dataset is 'https://viewer.openearth.nl/wadden-viewer/download/geoserver?layers=100230540'.,0.5263157894736842,0.37378640776699024,-1
GPT4,LTER-LIFE,Pre,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Distribution access URL,2,False,https://doi.org/10.5067/HLS/HLSS30.002,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30; This is the URL to access the dataset.,0.22222222222222218,0.21739130434782605,-1
GPT4,LTER-LIFE,Pre,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Distribution access URL,2,False,https://doi.org/10.17026/dans-2bd-kskz,Dutch forest reserves database and network; The distribution access URL is not explicitly mentioned in the text.,0.0,0.0892857142857143,-1
GPT4,LTER-LIFE,Pre,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Distribution access URL,2,False,"https://e4ftl01.cr.usgs.gov/MOLT/MOD09A1.061/, https://search.earthdata.nasa.gov/search?q=C2343111356-LPCLOUD&_gl=1*sr1x61*_ga*MTc5MjA4NzI0OC4xNzQ3ODE0MDg2*_ga_0YWDZEJ295*czE3NDg1OTg5NzAkbzUkZzEkdDE3NDg1OTg5NzAkajYwJGwwJGgw",LP DAAC - MOD09A1; The distribution access URL is not explicitly mentioned in the text.,0.05128205128205128,0.08520179372197312,-1
